Protein FDR Confidence;Accession;Gene symbol;Protein evidence;Protein name;Exp. q-value;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;# AAs;MW [kDa];calc. pI;Score Sequest HT;# Peptides Sequest HT;Score Mascot;# Peptides Mascot;Norm Intensity;iBAQ;Log2 iBAQ
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6ZUX7-1;LHFPL2;1;Lipoma HMGIC fusion partner-like 2 protein isoform Iso 1;0;13;10.96;1;1;1;1;228;24.5;6.49;3.45;1;0;1;1678015.718;335603.1436;18.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UGN5-1;PARP2;1;Poly [ADP-ribose] polymerase 2 isoform Iso 1;0;13;5.49;2;2;2;1;583;66.2;8.88;4.55;2;31;1;2738771.23;101435.9715;16.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_P61599-1;NAA20;1;N-alpha-acetyltransferase 20 isoform Iso 1;0;13;11.24;2;6;2;1;178;20.4;5.03;16.79;2;104;2;11722033.32;1302448.147;20.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UBS9-2;SUCO;1;SUN domain-containing ossification factor isoform Iso 2;0;13;1.35;1;1;1;1;1405;156.3;5.41;2.61;1;0;1;5256495.798;93865.99638;16.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00308-1;WWP2;1;NEDD4-like E3 ubiquitin-protein ligase WWP2 isoform Iso 1;0;13;3.91;3;6;1;1;870;98.9;7.12;12.04;3;87;2;10201908.43;217061.8815;17.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H9P8-1;L2HGDH;1;L-2-hydroxyglutarate dehydrogenase, mitochondrial isoform Iso 1;0;13;4.97;2;3;2;1;463;50.3;8.15;7.59;2;42;2;4383507.812;175340.3125;17.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13829-1;TNFAIP1;1;BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 isoform Iso 1;0;13;6.96;2;2;1;1;316;36.2;8.03;5.14;2;70;2;2221345.854;105778.374;16.69
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BV44-1;THUMPD3;1;THUMP domain-containing protein 3 isoform Iso 1;0;13;4.34;2;2;2;1;507;57;6.37;5.96;2;60;2;4730415.867;189216.6347;17.53
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q07817-1;BCL2L1;1;Bcl-2-like protein 1 isoform Bcl-X(L);0;13;12.02;3;8;3;1;233;26;4.93;17.23;3;148;3;18314592.6;2034954.734;20.96
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H334-8;FOXP1;1;Forkhead box protein P1 isoform Iso 8;0;13;4.77;1;1;1;1;692;77.2;6.4;;;0;1;808009.3064;36727.69575;15.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q08AE8-1;SPIRE1;1;Protein spire homolog 1 isoform Iso 1;0;13;4.37;2;3;2;1;756;85.5;8.62;7.29;2;32;2;718071.234;19407.33065;14.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HAN9-1;NMNAT1;1;Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 isoform Iso 1;0;13;8.6;2;2;2;1;279;31.9;8.87;4.63;2;33;2;1913195.684;119574.7303;16.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60830-2;TIMM17B;1;Mitochondrial import inner membrane translocase subunit Tim17-B isoform Iso 2;0;13;12.61;2;7;1;1;222;23.8;8.72;11.03;1;0;2;7573874.554;688534.0504;19.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00746-1;NME4;1;Nucleoside diphosphate kinase, mitochondrial isoform Iso 1;0;13;18.18;2;4;2;1;187;20.6;10.29;9;2;0;1;4276789.829;328983.833;18.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5JTW2-2;CEP78;1;Centrosomal protein of 78 kDa isoform Iso 2;0;13;4.57;1;2;1;1;722;80;8.31;;;75;1;487174.5081;16799.12097;14.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IWB9-2;TEX2;1;Testis-expressed protein 2 isoform Iso 2;0;13;2.29;2;3;2;1;1134;125.9;6.01;7.49;2;0;2;1206525.53;22343.06536;14.45
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99828-2;CIB1;1;Calcium and integrin-binding protein 1 isoform Iso 2;0;13;12.12;2;3;2;1;231;26;4.86;2.86;2;55;2;923343.225;61556.215;15.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86WX3-1;RPS19BP1;1;Active regulator of SIRT1 isoform Iso 1;0;13;15.44;1;4;1;1;136;15.4;10.74;14.86;1;0;1;9416547.248;1177068.406;20.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96DX7-1;TRIM44;1;Tripartite motif-containing protein 44 isoform Iso 1;0;13;8.43;1;2;1;1;344;38.4;4.21;4.9;1;31;1;2488179.429;226198.1299;17.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_P02647-1;APOA1;1;Apolipoprotein A-I isoform Iso 1;0;13;5.99;1;4;1;1;267;30.8;5.76;11.58;1;39;1;8872648.777;492924.9321;18.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NZF1-1;PLAC8;1;Placenta-specific gene 8 protein isoform Iso 1;0;13;22.61;1;1;1;1;115;12.5;7.59;2.81;1;0;1;671438.403;671438.403;19.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UG01-1;IFT172;1;Intraflagellar transport protein 172 homolog isoform Iso 1;0;13;2.74;3;3;3;1;1749;197.5;6.13;4.64;3;58;2;2897643.654;28132.46266;14.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96FK6-1;WDR89;1;WD repeat-containing protein 89 isoform Iso 1;0;13;4.65;1;1;1;1;387;43.2;6.13;3.06;1;0;1;533533.9159;29640.7731;14.86
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRZ7-3;AGPAT3;1;1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform Iso 3;0;13;7.32;3;4;3;1;396;45.5;8.68;8.07;3;46;3;3504551.4;175227.57;17.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6PI98-4;INO80C;1;INO80 complex subunit C isoform Iso 3;0;13;17.98;2;2;2;1;228;24.5;10.17;0;1;46;1;1665219.639;128093.8184;16.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NUS5-1;AP5S1;1;AP-5 complex subunit sigma-1 isoform Iso 1;0;13;14.5;1;4;1;1;200;22.5;6.87;10.94;1;0;1;11625017.67;830358.4047;19.66
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96FX2-1;DPH3;1;DPH3 homolog isoform Iso 1;0;13;25.61;1;2;1;1;82;9.2;4.09;6.5;1;0;1;5629980.846;2814990.423;21.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H3U5-6;MFSD1;1;Major facilitator superfamily domain-containing protein 1 isoform Iso 6;0;13;5.64;2;6;2;1;514;56.2;7.53;15.29;2;58;2;9567122.533;735932.5025;19.49
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HAP2-1;MLXIP;1;MLX-interacting protein isoform Iso 1;0;12;3.16;1;1;1;1;919;101.1;8.35;4.06;1;0;1;528486.7547;17047.95983;14.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_O15164-1;TRIM24;1;Transcription intermediary factor 1-alpha isoform Long;0;12;2.57;2;3;2;1;1050;116.8;7.11;8;2;0;2;2519838.522;46663.67633;15.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_P06746-1;POLB;1;DNA polymerase beta isoform Iso 1;0;12;17.01;4;4;4;1;335;38.2;8.95;4.21;4;0;3;4806986.947;267054.8304;18.03
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14757-1;CHEK1;1;Serine/threonine-protein kinase Chk1 isoform Iso 1;0;12;4.83;2;2;2;1;476;54.4;8.25;5.67;2;49;2;1443475.481;62759.80354;15.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5C9Z4-1;NOM1;1;Nucleolar MIF4G domain-containing protein 1 isoform Iso 1;0;12;3.02;2;3;2;1;860;96.2;8.1;4.12;2;0;2;2098742.258;47698.68769;15.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96CB8-1;INTS12;1;Integrator complex subunit 12 isoform Iso 1;0;12;9.96;2;3;2;1;462;48.8;9.69;;;0;2;1586014.22;88111.90113;16.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86Y37-1;CACUL1;1;CDK2-associated and cullin domain-containing protein 1 isoform Iso 1;0;12;10.84;2;2;2;1;369;41;5.19;4.53;2;0;2;723736.0955;42572.7115;15.38
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96IK0-1;TMEM101;1;Transmembrane protein 101 isoform Iso 1;0;12;3.5;1;3;1;1;257;28.8;9.57;5.79;1;62;1;8122593.342;1015324.168;19.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2K7-1;KDM2A;1;Lysine-specific demethylase 2A isoform Iso 1;0;12;2.5;2;4;2;1;1162;132.7;7.58;10.84;2;79;2;16890655.76;286282.301;18.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H7Z6-2;KAT8;1;Histone acetyltransferase KAT8 isoform Iso 2;0;12;5.57;2;3;2;1;467;53.1;8.02;7.11;2;0;2;2005397.453;74273.97976;16.18
;;;;;;;;;;;;;;;;;;;;;
High;NX_P47712-1;PLA2G4A;1;Cytosolic phospholipase A2 isoform Iso 1;0;12;5.21;2;2;2;1;749;85.2;5.38;5.58;2;0;2;1013149.886;30701.51169;14.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_P52655-1;GTF2A1;1;Transcription initiation factor IIA subunit 1 isoform 42 kDa;0;12;14.36;2;2;2;1;376;41.5;4.55;1.8;1;0;2;4779653.146;955930.6293;19.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86W50-1;METTL16;1;U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase isoform Iso 1;0;12;8.01;2;3;2;1;562;63.6;7.85;6.86;2;0;1;2216776.608;88671.06432;16.44
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6P9F7-1;LRRC8B;1;Volume-regulated anion channel subunit LRRC8B isoform Iso 1;0;12;5.23;3;4;2;1;803;92.3;6.86;3.59;3;16;2;10157606.48;317425.2026;18.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75907-1;DGAT1;1;Diacylglycerol O-acyltransferase 1 isoform Iso 1;0;12;5.53;2;3;2;1;488;55.2;9.32;4.37;2;30;2;3160712.392;210714.1595;17.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UBW7-1;ZMYM2;1;Zinc finger MYM-type protein 2 isoform Iso 1;0;12;1.89;2;2;2;1;1377;154.8;6.34;4.83;2;35;2;1370195.642;21079.93296;14.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BSR8-1;YIPF4;1;Protein YIPF4 isoform Iso 1;0;12;12.7;4;8;4;1;244;27.1;4.65;17.58;4;85;4;30510460.25;3813807.531;21.86
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NSY0-3;NRBP2;1;Nuclear receptor-binding protein 2 isoform Iso 1;0;12;2.99;1;3;1;1;501;57.8;6.49;11.06;1;29;1;3189834.345;132909.7644;17.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UPW0-1;FOXJ3;1;Forkhead box protein J3 isoform Iso 1;0;12;2.41;1;1;1;1;622;68.9;7.09;3.05;1;60;1;436258.1298;29083.87532;14.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WVK2-1;SNRNP27;1;U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein isoform Iso 1;0;12;19.35;2;4;2;1;155;18.8;11.62;10.96;2;125;2;10213752.64;1702292.107;20.7
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BRB3-1;PIGQ;1;Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q isoform Iso 1;0;12;4.21;2;2;2;1;760;84;8.05;2.8;2;0;1;2450238.682;87508.52435;16.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6V1X1-1;DPP8;1;Dipeptidyl peptidase 8 isoform Iso 1;0;12;3.45;2;3;2;1;898;103.3;5.8;6.27;1;27;2;3415880.136;79439.07294;16.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9ULH0-1;KIDINS220;1;Kinase D-interacting substrate of 220 kDa isoform Iso 1;0;12;1.36;1;2;1;1;1771;196.4;6.62;7.95;1;0;1;1905073.684;20934.87564;14.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_P10721-1;KIT;1;Mast/stem cell growth factor receptor Kit isoform Iso 1;0;12;2.25;2;9;1;1;976;109.8;6.98;22.58;2;133;2;110584468.2;2352861.026;21.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_P19971-2;TYMP;1;Thymidine phosphorylase isoform Iso 2;0;12;3.08;1;3;1;1;487;50.4;5.53;12.87;1;70;1;1951948.406;81331.18358;16.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UJK0-1;TSR3;1;Ribosome biogenesis protein TSR3 homolog isoform Iso 1;0;12;9.29;2;3;2;1;312;33.6;6.87;7.57;2;70;2;2633020.73;188072.9093;17.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BVM2-1;DPCD;1;Protein DPCD isoform Iso 1;0;12;9.85;2;7;2;1;203;23.2;9.03;7.65;1;100;2;7626348.021;635529.0017;19.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q53GL0-1;PLEKHO1;1;Pleckstrin homology domain-containing family O member 1 isoform Iso 1;0;12;3.18;1;2;1;1;409;46.2;8.82;5.65;1;66;1;1939019.039;102053.6336;16.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IWE5-1;PLEKHM2;1;Pleckstrin homology domain-containing family M member 2 isoform Iso 1;0;12;4.22;2;2;2;1;1019;112.7;4.93;5.37;2;0;2;1823522.651;45588.06628;15.48
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75578-1;ITGA10;1;Integrin alpha-10 isoform Iso 1;0;12;3;2;4;2;1;1167;127.5;6.68;9.54;2;33;2;4619519.298;112671.2024;16.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75182-2;SIN3B;1;Paired amphipathic helix protein Sin3b isoform Iso 2;0;12;5.04;3;3;2;1;1130;129.3;6.98;4.94;3;34;2;2219874.02;38945.15825;15.25
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96NW4-1;ANKRD27;1;Ankyrin repeat domain-containing protein 27 isoform Iso 1;0;12;2.76;2;4;2;1;1050;116.9;6.87;2.52;1;35;2;1287147.06;23402.67382;14.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96AG3-1;SLC25A46;1;Solute carrier family 25 member 46 isoform Iso 1;0;12;10.77;2;3;2;1;418;46.1;7.43;5.45;2;0;2;3506547.082;184555.1096;17.49
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P275-2;USP36;1;Ubiquitin carboxyl-terminal hydrolase 36 isoform Iso 2;0;12;1.78;2;2;2;1;1123;122.8;9.7;4.52;2;22;2;579944.3565;9353.941233;13.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NV66-1;TYW1;1;S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase isoform Iso 1;0;12;5.87;2;3;2;1;732;83.6;6.87;2.74;2;0;2;26310057.45;797274.4682;19.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86VX9-1;MON1A;1;Vacuolar fusion protein MON1 homolog A isoform Iso 1;0;12;7.03;3;3;3;1;555;62.1;6.3;4.54;3;40;3;2150792.848;71693.09492;16.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60238-1;BNIP3L;1;BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like isoform Iso 1;0;12;6.85;1;4;1;1;219;23.9;5.85;9.67;1;54;1;4945637.242;549515.2491;19.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96NB3-1;ZNF830;1;Zinc finger protein 830 isoform Iso 1;0;12;14.78;3;3;3;1;372;42;5.31;6.3;3;0;2;2542259.097;149544.6528;17.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BT81-2;SOX7;1;Transcription factor SOX-7 isoform Iso 2;0;12;6.59;2;3;1;1;440;48.5;7.47;5.15;2;0;2;2173562.408;217356.2408;17.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H6E4-1;CCDC134;1;Coiled-coil domain-containing protein 134 isoform Iso 1;0;12;22.27;4;5;4;1;229;26.5;8.85;7.03;4;0;2;6962140.953;696214.0953;19.41
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BZD2-1;SLC29A3;1;Equilibrative nucleoside transporter 3 isoform Iso 1;0;12;6.53;1;1;1;1;475;51.8;7.78;;;0;1;2442505.686;162833.7124;17.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_P46020-1;PHKA1;1;Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform isoform Iso 1;0;12;1.23;1;1;1;1;1223;137.2;6.19;4.02;1;60;1;949426.4168;16369.42098;14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WW59-1;SPRYD4;1;SPRY domain-containing protein 4 isoform Iso 1;0;12;17.87;3;4;3;1;207;23.1;6.93;7.36;3;22;3;4992425.142;332828.3428;18.34
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BV29-2;C15orf57;1;Uncharacterized protein C15orf57 isoform Iso 2;0;12;14.95;1;1;1;1;194;21.7;4.61;3.45;1;0;1;332086.53;83021.63249;16.34
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BVM4-1;GGACT;1;Gamma-glutamylaminecyclotransferase isoform Iso 1;0;12;16.99;1;2;1;1;153;17.3;6.87;7.3;1;0;1;2608468.869;326058.6086;18.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WWH5-1;TRUB1;1;Probable tRNA pseudouridine synthase 1 isoform Iso 1;0;12;17.19;4;4;4;1;349;37.2;8.25;0;4;0;3;5271277.495;251013.214;17.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15048-1;LRRC14;1;Leucine-rich repeat-containing protein 14 isoform Iso 1;0;12;6.09;2;2;2;1;493;54.5;6.9;4.97;2;0;2;1493946.548;57459.48263;15.81
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NUG6-1;PDRG1;1;p53 and DNA damage-regulated protein 1 isoform Iso 1;0;12;30.08;3;3;3;1;133;15.5;6.06;2.78;3;28;2;6596834.145;824604.2682;19.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HCE5-1;METTL14;1;N6-adenosine-methyltransferase subunit METTL14 isoform Iso 1;0;12;9.65;3;4;3;1;456;52.1;6.21;7.22;3;55;2;3298286.974;206142.9359;17.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_P27658-1;COL8A1;1;Collagen alpha-1(VIII) chain isoform Iso 1;0;12;3.63;2;6;2;1;744;73.3;9.61;10.39;2;21;2;10876085.11;543804.2554;19.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96CN9-1;GCC1;1;GRIP and coiled-coil domain-containing protein 1 isoform Iso 1;0;12;3.87;3;4;3;1;775;87.8;5.45;4.31;3;43;3;4911564.462;114222.4294;16.8
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IZD4-1;DCP1B;1;mRNA-decapping enzyme 1B isoform Iso 1;0;12;6.81;2;2;2;1;617;67.7;8.56;3.36;2;0;1;2768912.278;98889.72423;16.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04066-1;FUCA1;1;Tissue alpha-L-fucosidase isoform Iso 1;0;12;3.65;1;1;1;1;466;53.7;6.84;3.83;1;0;1;2769219.02;138460.951;17.08
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5JVS0-1;HABP4;1;Intracellular hyaluronan-binding protein 4 isoform Iso 1;0;12;9.93;3;4;3;1;413;45.8;7.46;7.16;3;42;2;5196024.489;273474.9731;18.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75317-1;USP12;1;Ubiquitin carboxyl-terminal hydrolase 12 isoform Iso 1;0;12;7.03;2;2;2;1;370;42.8;6.6;3.29;2;33;2;2768997.23;162882.19;17.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y485-1;DMXL1;1;DmX-like protein 1 isoform Iso 1;0;12;0.89;1;2;1;1;3027;337.6;6.34;7.13;1;0;1;779787.7318;5952.578105;12.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q53HC5-1;KLHL26;1;Kelch-like protein 26 isoform Iso 1;0;12;3.25;1;2;1;1;615;68.1;6.48;5.66;1;0;1;291729.2682;8335.121949;13.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H5V9-1;CXorf56;1;UPF0428 protein CXorf56 isoform Iso 1;0;12;16.22;3;3;3;1;222;25.6;8.73;4.83;3;42;2;4877434.178;406452.8481;18.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5VUD6-1;FAM69B;1;Protein FAM69B isoform Iso 1;0;12;12.99;4;6;4;1;431;48.6;8.68;11.63;4;30;3;11434026.59;635223.6992;19.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96G25-2;MED8;1;Mediator of RNA polymerase II transcription subunit 8 isoform Iso 2;0;12;12.62;2;4;2;1;301;32.8;9.1;11.04;2;56;2;3466529.171;216658.0732;17.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_P07998-1;RNASE1;1;Ribonuclease pancreatic isoform Iso 1;0;12;13.46;1;3;1;1;156;17.6;8.79;8.99;1;51;1;785899.7022;112271.386;16.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6DKK2-1;TTC19;1;Tetratricopeptide repeat protein 19, mitochondrial isoform Iso 1;0;12;7.63;3;4;3;1;380;42.4;5.77;9.71;3;48;3;4669195.081;222342.6229;17.76
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UL42-1;PNMA2;1;Paraneoplastic antigen Ma2 isoform Iso 1;0;12;12.09;3;7;2;1;364;41.5;4.86;13.61;2;62;3;34884613.57;1938034.087;20.89
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95707-1;POP4;1;Ribonuclease P protein subunit p29 isoform Iso 1;0;12;17.27;3;4;3;1;220;25.4;10.07;5.38;3;31;2;9488408.757;1054267.64;20.01
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UGP5-1;POLL;1;DNA polymerase lambda isoform Iso 1;0;12;4.17;1;2;1;1;575;63.4;7.87;6.72;1;29;1;289532.792;12063.86633;13.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NHM5-1;KDM2B;1;Lysine-specific demethylase 2B isoform Iso 1;0;12;2.17;1;1;1;1;1336;152.5;8.56;3.41;1;0;1;1777490.587;24687.36926;14.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IY31-2;IFT20;1;Intraflagellar transport protein 20 homolog isoform Iso 2;0;12;10.13;1;3;1;1;158;18.1;5.06;8.06;1;0;1;1004542.391;125567.7989;16.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q08495-1;DMTN;1;Dematin isoform Iso 1;0;12;7.9;2;2;2;1;405;45.5;8.88;5.22;2;41;2;532698.7392;24213.57905;14.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H469-1;FBXL15;1;F-box/LRR-repeat protein 15 isoform Iso 1;0;12;5.67;1;1;1;1;300;33;7.44;3.22;1;40;1;376094.0607;25072.93738;14.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NVC6-1;MED17;1;Mediator of RNA polymerase II transcription subunit 17 isoform Iso 1;0;12;8.45;3;3;3;1;651;72.8;7.44;7.14;3;0;3;4628741.84;149314.2529;17.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86WA6-1;BPHL;1;Valacyclovir hydrolase isoform Iso 1;0;12;11;4;4;4;1;291;32.5;9.14;6.5;4;31;3;2917381.251;171610.6618;17.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_P19532-1;TFE3;1;Transcription factor E3 isoform Iso 1;0;12;6.96;1;2;1;1;575;61.5;5.58;;;0;1;1476891.523;82049.52906;16.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5VZL5-1;ZMYM4;1;Zinc finger MYM-type protein 4 isoform Iso 1;0;12;3.29;3;4;3;1;1548;172.7;6.84;4.92;3;36;2;5415088.269;76268.84886;16.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NHU6-1;TDRD7;1;Tudor domain-containing protein 7 isoform Iso 1;0;12;2.46;2;2;2;1;1098;123.5;7.21;4.85;2;0;1;1687548.392;27218.52246;14.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86VP3-2;PACS2;1;Phosphofurin acidic cluster sorting protein 2 isoform Iso 2;0;12;2.99;2;1;2;1;904;99.6;6.8;5.28;2;58;2;1157342.652;36166.95787;15.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7KYR7-2;BTN2A1;1;Butyrophilin subfamily 2 member A1 isoform Iso 1;0;12;6.83;4;5;3;1;527;59.6;6.48;6.67;3;0;4;6142004.171;255916.8405;17.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_P54277-1;PMS1;1;PMS1 protein homolog 1 isoform Iso 1;0;12;4.08;2;2;2;1;932;105.8;6.67;5.03;2;0;2;1333177.226;25154.28729;14.62
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H7N4-1;SCAF1;1;Splicing factor, arginine/serine-rich 19 isoform Iso 1;0;12;3.58;3;8;3;1;1312;139.2;9.25;12.76;3;94;2;6583112.192;149616.1862;17.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IXW5-1;RPAP2;1;Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 isoform Iso 1;0;12;1.96;1;2;1;1;612;69.5;7.78;2.8;1;56;1;843852.4337;29098.35978;14.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96SI1-1;KCTD15;1;BTB/POZ domain-containing protein KCTD15 isoform Iso 1;0;12;6.36;1;1;1;1;283;31.9;7.44;3.58;1;0;1;275408.8632;16200.52136;13.98
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NWQ9-1;C14orf119;1;Uncharacterized protein C14orf119 isoform Iso 1;0;12;22.86;3;5;3;1;140;16;4.94;3.8;3;21;3;6202532.165;1240506.433;20.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IY95-1;TMEM192;1;Transmembrane protein 192 isoform Iso 1;0;12;5.54;1;5;1;1;271;30.9;7.99;15.07;1;115;1;9715041.735;809586.8112;19.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H467-1;CUEDC2;1;CUE domain-containing protein 2 isoform Iso 1;0;12;5.57;1;2;1;1;287;32;4.81;4.94;1;34;1;3382154.852;338215.4852;18.37
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRR4-1;DROSHA;1;Ribonuclease 3 isoform Iso 1;0;12;2.4;2;2;2;1;1374;159.2;7.87;2.91;2;0;2;1182818.705;22746.51355;14.47
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NX70-1;MED29;1;Mediator of RNA polymerase II transcription subunit 29 isoform Iso 1;0;12;20.5;4;10;4;1;200;21.1;6.29;13.32;4;44;3;9750554.295;975055.4295;19.9
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96GX8-1;C16orf74;1;Uncharacterized protein C16orf74 isoform Iso 1;0;12;27.63;1;1;1;1;76;8.1;4.35;4.37;1;31;1;399448.3279;133149.4426;17.02
